"","gene","cluster","species","pct_exp_max","n_species","n_celltype","n_gene"
"987","Ets65A","ort","Dsim",0.696,3,2,16
"988","Evi5","Crz","Dmel",0.643,3,3,24
"989","Evi5","Crz","Dsec",0.833,3,3,24
"990","Evi5","Crz","Dsim",0.588,3,3,24
"991","Evi5","Da5/7","Dmel",0.529,3,3,30
"992","Evi5","Da5/7","Dsec",0.543,3,3,30
"993","Evi5","Da5/7","Dsim",0.574,3,3,30
"994","Evi5","IPC","Dmel",0.528,3,3,32
"995","Evi5","IPC","Dsec",0.562,3,3,32
"996","Evi5","IPC","Dsim",0.581,3,3,32
"997","FER","PRN","Dmel",0.712,3,1,24
"998","FER","PRN","Dsec",0.63,3,1,24
"999","FER","PRN","Dsim",0.569,3,1,24
"1000","FMRFa","FMRFa(2)","Dmel",1,3,1,18
"1001","FMRFa","FMRFa(2)","Dsec",0.972,3,1,18
"1002","FMRFa","FMRFa(2)","Dsim",1,3,1,18
"1003","Fas3","Mip(2)","Dmel",0.667,3,3,23
"1004","Fas3","Mip(2)","Dsec",0.5,3,3,23
"1005","Fas3","Mip(2)","Dsim",0.6,3,3,23
"1006","Fas3","OCTY","Dmel",0.55,3,3,13
"1007","Fas3","OCTY","Dsec",0.577,3,3,13
"1008","Fas3","OCTY","Dsim",0.53,3,3,13
"1009","Fas3","Tbh","Dmel",0.833,3,3,27
"1010","Fas3","Tbh","Dsec",0.5,3,3,27
"1011","Fas3","Tbh","Dsim",0.786,3,3,27
"1012","Fer2LCH","Tk","Dmel",0.886,3,1,8
"1013","Fer2LCH","Tk","Dsec",0.545,3,1,8
"1014","Fer2LCH","Tk","Dsim",0.633,3,1,8
"1015","Fhos","CTX","Dmel",0.922,3,1,75
"1016","Fhos","CTX","Dsec",0.523,3,1,75
"1017","Fhos","CTX","Dsim",0.515,3,1,75
"1018","Fili","Tbh","Dmel",0.633,3,1,27
"1019","Fili","Tbh","Dsec",0.889,3,1,27
"1020","Fili","Tbh","Dsim",0.714,3,1,27
"1021","Frl","Blood","Dmel",0.8,3,2,56
"1022","Frl","Blood","Dsec",0.75,3,2,56
"1023","Frl","Blood","Dsim",0.913,3,2,56
"1024","Frl","CTX","Dmel",0.567,3,2,75
"1025","Frl","CTX","Dsec",0.845,3,2,75
"1026","Frl","CTX","Dsim",0.637,3,2,75
"1027","Frq2","Crz","Dmel",0.786,3,2,24
"1028","Frq2","Crz","Dsec",0.667,3,2,24
"1029","Frq2","Crz","Dsim",0.588,3,2,24
"1030","Frq2","RYa","Dmel",0.929,3,2,51
"1031","Frq2","RYa","Dsec",0.787,3,2,51
"1032","Frq2","RYa","Dsim",0.529,3,2,51
"1033","GABA-B-R3","SIFa","Dmel",0.941,3,1,32
"1034","GABA-B-R3","SIFa","Dsec",0.514,3,1,32
"1035","GABA-B-R3","SIFa","Dsim",0.64,3,1,32
"1036","GC","IPC","Dmel",0.722,3,1,32
"1037","GC","IPC","Dsec",0.562,3,1,32
"1038","GC","IPC","Dsim",0.742,3,1,32
"1039","Galphaq","RYa","Dmel",0.548,3,1,51
"1040","Galphaq","RYa","Dsec",0.617,3,1,51
"1041","Galphaq","RYa","Dsim",0.745,3,1,51
"1042","Gat","AST","Dmel",0.834,3,1,20
"1043","Gat","AST","Dsec",0.797,3,1,20
"1044","Gat","AST","Dsim",0.881,3,1,20
"1045","GluRIA","RYa","Dmel",0.667,3,2,51
"1046","GluRIA","RYa","Dsec",0.766,3,2,51
"1047","GluRIA","RYa","Dsim",0.824,3,2,51
"1048","GluRIA","Tk","Dmel",0.568,3,2,8
"1049","GluRIA","Tk","Dsec",0.636,3,2,8
"1050","GluRIA","Tk","Dsim",0.633,3,2,8
"1051","Gs2","AST","Dmel",0.938,3,3,20
"1052","Gs2","AST","Dsec",0.989,3,3,20
"1053","Gs2","AST","Dsim",0.986,3,3,20
"1054","Gs2","ENS","Dmel",0.691,3,3,24
"1055","Gs2","ENS","Dsec",0.676,3,3,24
"1056","Gs2","ENS","Dsim",0.654,3,3,24
"1057","Gs2","SUB","Dmel",0.614,3,3,19
"1058","Gs2","SUB","Dsec",0.6,3,3,19
"1059","Gs2","SUB","Dsim",0.933,3,3,19
"1060","Gyc88E","RYa","Dmel",0.881,3,2,51
"1061","Gyc88E","RYa","Dsec",0.681,3,2,51
"1062","Gyc88E","RYa","Dsim",0.725,3,2,51
"1063","Gyc88E","SIFa","Dmel",0.882,3,2,32
"1064","Gyc88E","SIFa","Dsec",0.657,3,2,32
"1065","Gyc88E","SIFa","Dsim",0.6,3,2,32
"1066","Gycbeta100B","OCTY","Dmel",0.678,3,1,13
"1067","Gycbeta100B","OCTY","Dsec",0.541,3,1,13
"1068","Gycbeta100B","OCTY","Dsim",0.55,3,1,13
"1069","Helz","Tbh","Dmel",0.567,3,2,27
"1070","Helz","Tbh","Dsec",0.722,3,2,27
"1071","Helz","Tbh","Dsim",0.571,3,2,27
"1072","Helz","ort","Dmel",0.544,3,2,16
"1073","Helz","ort","Dsec",0.554,3,2,16
"1074","Helz","ort","Dsim",0.536,3,2,16
"1075","Hers","FMRFa(2)","Dmel",0.615,3,1,18
"1076","Hers","FMRFa(2)","Dsec",0.528,3,1,18
"1077","Hers","FMRFa(2)","Dsim",0.579,3,1,18
"1078","Hex-A","Dh31(I2)","Dmel",0.553,3,4,10
"1079","Hex-A","Dh31(I2)","Dsec",0.627,3,4,10
"1080","Hex-A","Dh31(I2)","Dsim",0.517,3,4,10
"1081","Hex-A","OPN","Dmel",0.542,3,4,19
"1082","Hex-A","OPN","Dsec",0.574,3,4,19
"1083","Hex-A","OPN","Dsim",0.524,3,4,19
"1084","Hex-A","PRN","Dmel",0.702,3,4,24
"1085","Hex-A","PRN","Dsec",0.671,3,4,24
"1086","Hex-A","PRN","Dsim",0.745,3,4,24
"1087","Hex-A","α'β'-KC","Dmel",0.503,3,4,25
"1088","Hex-A","α'β'-KC","Dsec",0.51,3,4,25
"1089","Hex-A","α'β'-KC","Dsim",0.537,3,4,25
"1090","Hnf4","PRN","Dmel",0.554,3,1,24
"1091","Hnf4","PRN","Dsec",0.521,3,1,24
"1092","Hnf4","PRN","Dsim",0.533,3,1,24
"1093","Hug","Hug","Dmel",0.605,3,1,21
"1094","Hug","Hug","Dsec",0.725,3,1,21
"1095","Hug","Hug","Dsim",0.667,3,1,21
"1096","Ilp2","IPC","Dmel",0.5,3,1,32
"1097","Ilp2","IPC","Dsec",0.812,3,1,32
"1098","Ilp2","IPC","Dsim",0.645,3,1,32
"1099","Inos","Blood","Dmel",1,3,1,56
"1100","Inos","Blood","Dsec",0.5,3,1,56
"1101","Inos","Blood","Dsim",0.783,3,1,56
"1102","Invadolysin","CTX","Dmel",0.908,3,1,75
"1103","Invadolysin","CTX","Dsec",0.787,3,1,75
"1104","Invadolysin","CTX","Dsim",0.863,3,1,75
"1105","Irk1","CTX","Dmel",0.695,3,1,75
"1106","Irk1","CTX","Dsec",0.716,3,1,75
"1107","Irk1","CTX","Dsim",0.672,3,1,75
"1108","Jupiter","Blood","Dmel",1,3,3,56
"1109","Jupiter","Blood","Dsec",0.75,3,3,56
"1110","Jupiter","Blood","Dsim",0.565,3,3,56
"1111","Jupiter","Da5/7","Dmel",0.543,3,3,30
"1112","Jupiter","Da5/7","Dsec",0.551,3,3,30
"1113","Jupiter","Da5/7","Dsim",0.602,3,3,30
"1114","Jupiter","Proc","Dmel",0.614,3,3,35
"1115","Jupiter","Proc","Dsec",0.541,3,3,35
"1116","Jupiter","Proc","Dsim",0.55,3,3,35
"1117","KCNQ","RYa","Dmel",0.762,3,2,51
"1118","KCNQ","RYa","Dsec",0.787,3,2,51
"1119","KCNQ","RYa","Dsim",0.843,3,2,51
"1120","KCNQ","αβ-KC","Dmel",0.511,3,2,24
"1121","KCNQ","αβ-KC","Dsec",0.501,3,2,24
"1122","KCNQ","αβ-KC","Dsim",0.516,3,2,24
"1123","Kank","SUB","Dmel",0.545,3,1,19
"1124","Kank","SUB","Dsec",0.6,3,1,19
"1125","Kank","SUB","Dsim",0.533,3,1,19
"1126","Karl","Blood","Dmel",0.6,3,1,56
"1127","Karl","Blood","Dsec",0.75,3,1,56
"1128","Karl","Blood","Dsim",0.696,3,1,56
"1129","KrT95D","Da5/7","Dmel",0.521,3,2,30
"1130","KrT95D","Da5/7","Dsec",0.565,3,2,30
"1131","KrT95D","Da5/7","Dsim",0.667,3,2,30
"1132","KrT95D","IPC","Dmel",0.667,3,2,32
"1133","KrT95D","IPC","Dsec",0.531,3,2,32
"1134","KrT95D","IPC","Dsim",0.645,3,2,32
"1135","LRP1","CTX","Dmel",0.613,3,1,75
"1136","LRP1","CTX","Dsec",0.568,3,1,75
"1137","LRP1","CTX","Dsim",0.765,3,1,75
"1138","LanB2","Blood","Dmel",0.6,3,1,56
"1139","LanB2","Blood","Dsec",0.5,3,1,56
"1140","LanB2","Blood","Dsim",0.522,3,1,56
"1141","Lgr3","fru(Ms)","Dmel",0.515,3,1,8
"1142","Lgr3","fru(Ms)","Dsec",0.746,3,1,8
"1143","Lgr3","fru(Ms)","Dsim",0.819,3,1,8
"1144","Lim3","sNPF(I)","Dmel",0.5,3,1,7
"1145","Lim3","sNPF(I)","Dsec",0.557,3,1,7
"1146","Lim3","sNPF(I)","Dsim",0.564,3,1,7
"1147","List","CTX","Dmel",0.851,3,2,75
"1148","List","CTX","Dsec",0.884,3,2,75
"1149","List","CTX","Dsim",0.657,3,2,75
"1150","List","ENS","Dmel",0.732,3,2,24
"1151","List","ENS","Dsec",0.728,3,2,24
"1152","List","ENS","Dsim",0.676,3,2,24
"1153","Lmpt","RYa","Dmel",0.881,3,1,51
"1154","Lmpt","RYa","Dsec",0.979,3,1,51
"1155","Lmpt","RYa","Dsim",0.902,3,1,51
"1156","LpR1","PRN","Dmel",0.645,3,2,24
"1157","LpR1","PRN","Dsec",0.795,3,2,24
"1158","LpR1","PRN","Dsim",0.73,3,2,24
"1159","LpR1","Poxn","Dmel",0.596,3,2,30
"1160","LpR1","Poxn","Dsec",0.59,3,2,30
"1161","LpR1","Poxn","Dsim",0.588,3,2,30
"1162","LpR2","CTX","Dmel",0.986,3,2,75
"1163","LpR2","CTX","Dsec",0.974,3,2,75
"1164","LpR2","CTX","Dsim",0.926,3,2,75
"1165","LpR2","ENS","Dmel",0.569,3,2,24
"1166","LpR2","ENS","Dsec",0.513,3,2,24
"1167","LpR2","ENS","Dsim",0.515,3,2,24
"1168","Lrp4","fru(E)","Dmel",0.509,3,3,1
"1169","Lrp4","fru(E)","Dsec",0.631,3,3,1
"1170","Lrp4","fru(E)","Dsim",0.564,3,3,1
"1171","Lrp4","fru(Glu)","Dmel",0.561,3,3,8
"1172","Lrp4","fru(Glu)","Dsec",0.627,3,3,8
"1173","Lrp4","fru(Glu)","Dsim",0.611,3,3,8
"1174","Lrp4","fru(Ms)","Dmel",0.618,3,3,8
"1175","Lrp4","fru(Ms)","Dsec",0.549,3,3,8
"1176","Lrp4","fru(Ms)","Dsim",0.521,3,3,8
"1177","Lsp2","Fat","Dmel",0.763,3,1,89
"1178","Lsp2","Fat","Dsec",0.838,3,1,89
"1179","Lsp2","Fat","Dsim",0.69,3,1,89
"1180","Mip","Mip(1)","Dmel",0.822,3,3,5
"1181","Mip","Mip(1)","Dsec",0.878,3,3,5
"1182","Mip","Mip(1)","Dsim",0.934,3,3,5
"1183","Mip","Mip(2)","Dmel",1,3,3,23
"1184","Mip","Mip(2)","Dsec",0.95,3,3,23
"1185","Mip","Mip(2)","Dsim",1,3,3,23
"1186","Mip","SIFa","Dmel",0.971,3,3,32
"1187","Mip","SIFa","Dsec",0.857,3,3,32
"1188","Mip","SIFa","Dsim",0.92,3,3,32
"1189","Mp","IPC","Dmel",0.611,3,3,32
"1190","Mp","IPC","Dsec",0.531,3,3,32
"1191","Mp","IPC","Dsim",0.774,3,3,32
"1192","Mp","OPN","Dmel",0.588,3,3,19
"1193","Mp","OPN","Dsec",0.599,3,3,19
"1194","Mp","OPN","Dsim",0.541,3,3,19
"1195","Mp","SIFa","Dmel",0.912,3,3,32
"1196","Mp","SIFa","Dsec",0.886,3,3,32
"1197","Mp","SIFa","Dsim",0.88,3,3,32
"1198","Ms","fru(Ms)","Dmel",0.985,3,1,8
"1199","Ms","fru(Ms)","Dsec",1,3,1,8
"1200","Ms","fru(Ms)","Dsim",1,3,1,8
"1201","Msr-110","AST","Dmel",0.761,3,1,20
"1202","Msr-110","AST","Dsec",0.598,3,1,20
"1203","Msr-110","AST","Dsim",0.572,3,1,20
"1204","Mur2B","Blood","Dmel",0.6,3,2,56
"1205","Mur2B","Blood","Dsec",0.75,3,2,56
"1206","Mur2B","Blood","Dsim",0.739,3,2,56
"1207","Mur2B","CTX","Dmel",0.514,3,2,75
"1208","Mur2B","CTX","Dsec",0.568,3,2,75
"1209","Mur2B","CTX","Dsim",0.534,3,2,75
"1210","N","CTX","Dmel",0.954,3,2,75
"1211","N","CTX","Dsec",0.832,3,2,75
"1212","N","CTX","Dsim",0.809,3,2,75
"1213","N","ENS","Dmel",0.852,3,2,24
"1214","N","ENS","Dsec",0.696,3,2,24
"1215","N","ENS","Dsim",0.684,3,2,24
"1216","NK7.1","CTX","Dmel",0.78,3,2,75
"1217","NK7.1","CTX","Dsec",0.755,3,2,75
"1218","NK7.1","CTX","Dsim",0.765,3,2,75
"1219","NK7.1","RYa","Dmel",0.524,3,2,51
"1220","NK7.1","RYa","Dsec",0.681,3,2,51
"1221","NK7.1","RYa","Dsim",0.627,3,2,51
"1222","NPF","AstA","Dmel",0.896,3,1,41
"1223","NPF","AstA","Dsec",0.968,3,1,41
"1224","NPF","AstA","Dsim",0.966,3,1,41
"1225","Ndae1","Poxn","Dmel",0.504,3,1,30
"1226","Ndae1","Poxn","Dsec",0.612,3,1,30
"1227","Ndae1","Poxn","Dsim",0.592,3,1,30
"1228","Neto","AstA","Dmel",0.866,3,4,41
"1229","Neto","AstA","Dsec",0.919,3,4,41
"1230","Neto","AstA","Dsim",0.741,3,4,41
"1231","Neto","SIFa","Dmel",0.941,3,4,32
"1232","Neto","SIFa","Dsec",0.8,3,4,32
"1233","Neto","SIFa","Dsim",0.56,3,4,32
"1234","Neto","TY","Dmel",0.64,3,4,6
"1235","Neto","TY","Dsec",0.758,3,4,6
"1236","Neto","TY","Dsim",0.689,3,4,6
"1237","Neto","Tbh","Dmel",0.933,3,4,27
"1238","Neto","Tbh","Dsec",0.889,3,4,27
"1239","Neto","Tbh","Dsim",0.786,3,4,27
"1240","Nos","CCHa2(2)","Dmel",0.612,3,2,9
"1241","Nos","CCHa2(2)","Dsec",0.638,3,2,9
"1242","Nos","CCHa2(2)","Dsim",0.609,3,2,9
"1243","Nos","SIFa","Dmel",0.912,3,2,32
"1244","Nos","SIFa","Dsec",0.857,3,2,32
"1245","Nos","SIFa","Dsim",0.84,3,2,32
"1246","Nplp1","RYa","Dmel",0.524,3,1,51
"1247","Nplp1","RYa","Dsec",0.596,3,1,51
"1248","Nplp1","RYa","Dsim",0.667,3,1,51
"1249","Ntan1","CTX","Dmel",0.862,3,1,75
"1250","Ntan1","CTX","Dsec",0.684,3,1,75
"1251","Ntan1","CTX","Dsim",0.76,3,1,75
"1252","Oamb","Poxn","Dmel",0.793,3,1,30
"1253","Oamb","Poxn","Dsec",0.758,3,1,30
"1254","Oamb","Poxn","Dsim",0.74,3,1,30
"1255","Obp44a","CTX","Dmel",0.67,3,1,75
"1256","Obp44a","CTX","Dsec",0.697,3,1,75
"1257","Obp44a","CTX","Dsim",0.642,3,1,75
"1258","Obp99c","Fat","Dmel",0.842,3,1,89
"1259","Obp99c","Fat","Dsec",0.757,3,1,89
"1260","Obp99c","Fat","Dsim",0.643,3,1,89
"1261","Oct-TyrR","TY","Dmel",0.584,3,1,6
"1262","Oct-TyrR","TY","Dsec",0.803,3,1,6
"1263","Oct-TyrR","TY","Dsim",0.789,3,1,6
"1264","Ork1","CTX","Dmel",0.936,3,1,75
"1265","Ork1","CTX","Dsec",0.716,3,1,75
"1266","Ork1","CTX","Dsim",0.701,3,1,75
"1267","PGRP-LC","Blood","Dmel",0.8,3,1,56
"1268","PGRP-LC","Blood","Dsec",0.75,3,1,56
"1269","PGRP-LC","Blood","Dsim",0.522,3,1,56
"1270","PIP4K","Da5/7","Dmel",0.729,3,1,30
"1271","PIP4K","Da5/7","Dsec",0.913,3,1,30
"1272","PIP4K","Da5/7","Dsim",0.75,3,1,30
"1273","PNUTS","CTX","Dmel",0.582,3,3,75
"1274","PNUTS","CTX","Dsec",0.626,3,3,75
"1275","PNUTS","CTX","Dsim",0.608,3,3,75
"1276","PNUTS","Hug","Dmel",0.605,3,3,21
"1277","PNUTS","Hug","Dsec",0.55,3,3,21
"1278","PNUTS","Hug","Dsim",0.667,3,3,21
"1279","PNUTS","Poxn","Dmel",0.519,3,3,30
"1280","PNUTS","Poxn","Dsec",0.531,3,3,30
"1281","PNUTS","Poxn","Dsim",0.516,3,3,30
"1282","Pal2","Tk","Dmel",0.682,3,1,8
"1283","Pal2","Tk","Dsec",0.788,3,1,8
"1284","Pal2","Tk","Dsim",0.8,3,1,8
"1285","Parp","Mip(2)","Dmel",0.667,3,1,23
"1286","Parp","Mip(2)","Dsec",0.5,3,1,23
"1287","Parp","Mip(2)","Dsim",0.8,3,1,23
"1288","Pdcd4","AstA","Dmel",0.537,3,1,41
"1289","Pdcd4","AstA","Dsec",0.613,3,1,41
"1290","Pdcd4","AstA","Dsim",0.655,3,1,41
"1291","Pde8","AstA","Dmel",0.881,3,1,41
"1292","Pde8","AstA","Dsec",0.694,3,1,41
"1293","Pde8","AstA","Dsim",0.845,3,1,41
"1294","Pdfr","Clock","Dmel",0.577,3,3,4
"1295","Pdfr","Clock","Dsec",0.712,3,3,4
"1296","Pdfr","Clock","Dsim",0.636,3,3,4
"1297","Pdfr","ort","Dmel",0.706,3,3,16
"1298","Pdfr","ort","Dsec",0.908,3,3,16
"1299","Pdfr","ort","Dsim",0.812,3,3,16
"1300","Pdfr","sNPF(I)","Dmel",0.535,3,3,7
"1301","Pdfr","sNPF(I)","Dsec",0.532,3,3,7
"1302","Pdfr","sNPF(I)","Dsim",0.582,3,3,7
"1303","Pep","AstA","Dmel",0.612,3,4,41
"1304","Pep","AstA","Dsec",0.581,3,4,41
"1305","Pep","AstA","Dsim",0.638,3,4,41
"1306","Pep","Da5/7","Dmel",0.5,3,4,30
"1307","Pep","Da5/7","Dsec",0.5,3,4,30
"1308","Pep","Da5/7","Dsim",0.611,3,4,30
"1309","Pep","OPN","Dmel",0.686,3,4,19
"1310","Pep","OPN","Dsec",0.503,3,4,19
"1311","Pep","OPN","Dsim",0.565,3,4,19
"1312","Pep","Proc","Dmel",0.589,3,4,35
"1313","Pep","Proc","Dsec",0.514,3,4,35
"1314","Pep","Proc","Dsim",0.581,3,4,35
"1315","Pgant9","Blood","Dmel",0.8,3,4,56
"1316","Pgant9","Blood","Dsec",0.5,3,4,56
"1317","Pgant9","Blood","Dsim",0.565,3,4,56
"1318","Pgant9","CCHa2(2)","Dmel",0.545,3,4,9
"1319","Pgant9","CCHa2(2)","Dsec",0.517,3,4,9
"1320","Pgant9","CCHa2(2)","Dsim",0.736,3,4,9
"1321","Pgant9","Tbh","Dmel",0.6,3,4,27
"1322","Pgant9","Tbh","Dsec",0.667,3,4,27
"1323","Pgant9","Tbh","Dsim",0.929,3,4,27
"1324","Pgant9","γ-KC","Dmel",0.522,3,4,19
"1325","Pgant9","γ-KC","Dsec",0.569,3,4,19
"1326","Pgant9","γ-KC","Dsim",0.833,3,4,19
"1327","Pitslre","Crz","Dmel",0.5,3,3,24
"1328","Pitslre","Crz","Dsec",0.5,3,3,24
"1329","Pitslre","Crz","Dsim",0.588,3,3,24
"1330","Pitslre","Mip(2)","Dmel",0.708,3,3,23
"1331","Pitslre","Mip(2)","Dsec",0.5,3,3,23
"1332","Pitslre","Mip(2)","Dsim",0.6,3,3,23
"1333","Pitslre","SER","Dmel",0.822,3,3,10
"1334","Pitslre","SER","Dsec",0.514,3,3,10
"1335","Pitslre","SER","Dsim",0.508,3,3,10
"1336","Pka-C3","AstA","Dmel",0.836,3,2,41
"1337","Pka-C3","AstA","Dsec",0.855,3,2,41
"1338","Pka-C3","AstA","Dsim",0.845,3,2,41
"1339","Pka-C3","α'β'-KC","Dmel",0.642,3,2,25
"1340","Pka-C3","α'β'-KC","Dsec",0.641,3,2,25
"1341","Pka-C3","α'β'-KC","Dsim",0.668,3,2,25
"1342","Pka-R1","AstA","Dmel",0.866,3,4,41
"1343","Pka-R1","AstA","Dsec",0.629,3,4,41
"1344","Pka-R1","AstA","Dsim",0.552,3,4,41
"1345","Pka-R1","IPC","Dmel",0.694,3,4,32
"1346","Pka-R1","IPC","Dsec",0.562,3,4,32
"1347","Pka-R1","IPC","Dsim",0.516,3,4,32
"1348","Pka-R1","Mip(1)","Dmel",0.724,3,4,5
"1349","Pka-R1","Mip(1)","Dsec",0.58,3,4,5
"1350","Pka-R1","Mip(1)","Dsim",0.639,3,4,5
"1351","Pka-R1","γ-KC","Dmel",0.743,3,4,19
"1352","Pka-R1","γ-KC","Dsec",0.791,3,4,19
"1353","Pka-R1","γ-KC","Dsim",0.764,3,4,19
"1354","Pkn","CTX","Dmel",0.766,3,3,75
"1355","Pkn","CTX","Dsec",0.677,3,3,75
"1356","Pkn","CTX","Dsim",0.696,3,3,75
"1357","Pkn","Crz","Dmel",0.786,3,3,24
"1358","Pkn","Crz","Dsec",0.833,3,3,24
"1359","Pkn","Crz","Dsim",0.529,3,3,24
"1360","Pkn","ENS","Dmel",0.762,3,3,24
"1361","Pkn","ENS","Dsec",0.801,3,3,24
"1362","Pkn","ENS","Dsim",0.856,3,3,24
"1363","Pli","AstA","Dmel",0.507,3,3,41
"1364","Pli","AstA","Dsec",0.613,3,3,41
"1365","Pli","AstA","Dsim",0.552,3,3,41
"1366","Pli","IPC","Dmel",0.556,3,3,32
"1367","Pli","IPC","Dsec",0.688,3,3,32
"1368","Pli","IPC","Dsim",0.516,3,3,32
"1369","Pli","RYa","Dmel",0.762,3,3,51
"1370","Pli","RYa","Dsec",0.787,3,3,51
"1371","Pli","RYa","Dsim",0.745,3,3,51
"1372","Ppcs","Tbh","Dmel",0.9,3,1,27
"1373","Ppcs","Tbh","Dsec",0.5,3,1,27
"1374","Ppcs","Tbh","Dsim",0.571,3,1,27
"1375","Ppn","Blood","Dmel",1,3,1,56
"1376","Ppn","Blood","Dsec",0.75,3,1,56
"1377","Ppn","Blood","Dsim",1,3,1,56
"1378","Proc","Proc","Dmel",0.909,3,1,35
"1379","Proc","Proc","Dsec",0.928,3,1,35
"1380","Proc","Proc","Dsim",0.887,3,1,35
"1381","Proc-R","CTX","Dmel",0.77,3,1,75
"1382","Proc-R","CTX","Dsec",0.523,3,1,75
"1383","Proc-R","CTX","Dsim",0.73,3,1,75
"1384","Ptp10D","Hug","Dmel",0.526,3,1,21
"1385","Ptp10D","Hug","Dsec",0.625,3,1,21
"1386","Ptp10D","Hug","Dsim",0.556,3,1,21
"1387","Pvr","Blood","Dmel",1,3,1,56
"1388","Pvr","Blood","Dsec",0.5,3,1,56
"1389","Pvr","Blood","Dsim",0.609,3,1,56
"1390","RSG7","CCHa2(1)","Dmel",0.588,3,2,6
"1391","RSG7","CCHa2(1)","Dsec",0.517,3,2,6
"1392","RSG7","CCHa2(1)","Dsim",0.577,3,2,6
"1393","RSG7","RYa","Dmel",0.738,3,2,51
"1394","RSG7","RYa","Dsec",0.681,3,2,51
"1395","RSG7","RYa","Dsim",0.627,3,2,51
"1396","RYa","RYa","Dmel",0.619,3,1,51
"1397","RYa","RYa","Dsec",0.809,3,1,51
"1398","RYa","RYa","Dsim",0.667,3,1,51
"1399","Rac2","Blood","Dmel",0.8,3,1,56
"1400","Rac2","Blood","Dsec",0.75,3,1,56
"1401","Rac2","Blood","Dsim",0.522,3,1,56
"1402","Rack1","Fat","Dmel",0.697,3,1,89
"1403","Rack1","Fat","Dsec",0.541,3,1,89
"1404","Rack1","Fat","Dsim",0.69,3,1,89
"1405","Rgk2","SIFa","Dmel",0.882,3,2,32
"1406","Rgk2","SIFa","Dsec",0.629,3,2,32
"1407","Rgk2","SIFa","Dsim",0.8,3,2,32
"1408","Rgk2","Tbh","Dmel",0.6,3,2,27
"1409","Rgk2","Tbh","Dsec",0.722,3,2,27
"1410","Rgk2","Tbh","Dsim",0.857,3,2,27
"1411","Rgk3","Poxn","Dmel",0.57,3,3,30
"1412","Rgk3","Poxn","Dsec",0.627,3,3,30
"1413","Rgk3","Poxn","Dsim",0.527,3,3,30
"1414","Rgk3","RYa","Dmel",0.905,3,3,51
"1415","Rgk3","RYa","Dsec",0.681,3,3,51
"1416","Rgk3","RYa","Dsim",0.647,3,3,51
"1417","Rgk3","SIFa","Dmel",0.765,3,3,32
"1418","Rgk3","SIFa","Dsec",0.829,3,3,32
"1419","Rgk3","SIFa","Dsim",0.64,3,3,32
"1420","RhoGAP18B","SUB","Dmel",0.614,3,1,19
"1421","RhoGAP18B","SUB","Dsec",0.667,3,1,19
"1422","RhoGAP18B","SUB","Dsim",0.733,3,1,19
"1423","RhoGAP93B","Da5/7","Dmel",0.693,3,4,30
"1424","RhoGAP93B","Da5/7","Dsec",0.754,3,4,30
"1425","RhoGAP93B","Da5/7","Dsim",0.778,3,4,30
"1426","RhoGAP93B","OPN","Dmel",0.567,3,4,19
"1427","RhoGAP93B","OPN","Dsec",0.633,3,4,19
"1428","RhoGAP93B","OPN","Dsim",0.618,3,4,19
"1429","RhoGAP93B","Poxn","Dmel",0.507,3,4,30
"1430","RhoGAP93B","Poxn","Dsec",0.643,3,4,30
"1431","RhoGAP93B","Poxn","Dsim",0.62,3,4,30
"1432","RhoGAP93B","Proc","Dmel",0.599,3,4,35
"1433","RhoGAP93B","Proc","Dsec",0.707,3,4,35
"1434","RhoGAP93B","Proc","Dsim",0.706,3,4,35
"1435","RpL10","Fat","Dmel",0.75,3,1,89
"1436","RpL10","Fat","Dsec",0.865,3,1,89
"1437","RpL10","Fat","Dsim",0.905,3,1,89
"1438","RpL10Ab","Fat","Dmel",0.724,3,1,89
"1439","RpL10Ab","Fat","Dsec",0.649,3,1,89
"1440","RpL10Ab","Fat","Dsim",0.667,3,1,89
"1441","RpL12","Fat","Dmel",0.763,3,1,89
"1442","RpL12","Fat","Dsec",0.541,3,1,89
"1443","RpL12","Fat","Dsim",0.714,3,1,89
"1444","RpL13","Fat","Dmel",0.711,3,1,89
"1445","RpL13","Fat","Dsec",0.568,3,1,89
"1446","RpL13","Fat","Dsim",0.69,3,1,89
"1447","RpL13A","Fat","Dmel",0.724,3,1,89
"1448","RpL13A","Fat","Dsec",0.703,3,1,89
"1449","RpL13A","Fat","Dsim",0.738,3,1,89
"1450","RpL14","Fat","Dmel",0.789,3,1,89
"1451","RpL14","Fat","Dsec",0.757,3,1,89
"1452","RpL14","Fat","Dsim",0.881,3,1,89
"1453","RpL15","Fat","Dmel",0.816,3,1,89
"1454","RpL15","Fat","Dsec",0.676,3,1,89
"1455","RpL15","Fat","Dsim",0.81,3,1,89
"1456","RpL17","Fat","Dmel",0.829,3,1,89
"1457","RpL17","Fat","Dsec",0.676,3,1,89
"1458","RpL17","Fat","Dsim",0.833,3,1,89
"1459","RpL18","Fat","Dmel",0.776,3,1,89
"1460","RpL18","Fat","Dsec",0.649,3,1,89
"1461","RpL18","Fat","Dsim",0.714,3,1,89
"1462","RpL18A","Fat","Dmel",0.829,3,1,89
"1463","RpL18A","Fat","Dsec",0.649,3,1,89
"1464","RpL18A","Fat","Dsim",0.762,3,1,89
"1465","RpL19","Fat","Dmel",0.803,3,1,89
"1466","RpL19","Fat","Dsec",0.811,3,1,89
